case_id,entity,issue,issue_family,image_sha256,platform,dataset_key,dataset_url,upstream_id,declared_license,obtainable
cv1-0110,java_plum_jamun,Healthy,healthy,727059e1c2b4fbab99d596366cfeb8c871f3ff966172dec55d650a8f9a747d86,Mendeley Data,mendeley_java_plum_43d75vptz4_cc_by_4_raw_public_folders,https://data.mendeley.com/datasets/43d75vptz4,43d75vptz4,CC-BY-4.0,record_url
cv1-0111,olive,Anthracnose,disease,5172ad5ea89866a79428826542f8786071137052eae1d927c42effdebcb49893,Kaggle,kaggle_abeersaleh_olive_leaf_disease_clean_cc0_imagefolder,,,CC0,dataset
cv1-0112,cassava_tapioca,Brown Leaf Spot,disease,4ed0e86e8c1613c9c8c5f13d065e0e9b65519da8f9f60e3a64a732d867c969ce,Mendeley Data,mendeley_ccmt_raw_bwh3zbpkpv_cc_by_4,https://data.mendeley.com/datasets/bwh3zbpkpv,bwh3zbpkpv,CC-BY-4.0,record_url
cv1-0113,java_plum_jamun,Brown blight,disease,7e407994cdbf8cf66ca6ef24bf11e7aaeafabe9aaf3f8f87881f10917c8965a2,Mendeley Data,mendeley_java_plum_43d75vptz4_cc_by_4_raw_public_folders,https://data.mendeley.com/datasets/43d75vptz4,43d75vptz4,CC-BY-4.0,record_url
cv1-0114,cassava_tapioca,Healthy,healthy,f2e17f21cc070bcd6b5bd9bbc48a1221ff400c73b55608a047c852c0efc31f75,Kaggle,kaggle_cassava_leaf_disease_classification_nirmalsankalana_noncommercial_imagefolder,,,non-commercial,dataset
cv1-0115,ornamental_nursery_crops,Healthy,healthy,1f0945708dc70703320525c052042d7a541ca77b240e2f545f38bba7f83c1989,iNaturalist,inat_tagetes_erecta_healthy_ornamental_cc0_cc_by,https://www.inaturalist.org/photos/612212279,612212279,CC-BY,record_url
cv1-0116,taro_colocasia,Mosaic,disease,d8938e517ab62375af715088c1fdef92b3a6f80617f73b5e937f234076ed6d2e,Mendeley Data,mendeley_colocasia_hmdr3dz3v6_cc_by_4_public_folders,https://data.mendeley.com/datasets/hmdr3dz3v6,hmdr3dz3v6,CC-BY-4.0,record_url
cv1-0117,watermelon,Healthy,healthy,b7c364d45c38ecda6f26aa5c68e0dfacfab39a1ae84f37802841cf4e502fb8a5,Kaggle,kaggle_sujaykapadnis_watermelon_disease_cc_by_4_imagefolder,,,CC-BY-4.0,dataset
cv1-0118,pear,Fire Blight,disease,349d2e735dd3eb9b8d5efe6a13bc8eb23ab4eec4883efe95adc67264e2f65c68,Bugwood,bugwood_api_pear_fire_blight_erwinia_amylovora_pyrus_hosts_cc_by_nc_3,https://www.forestryimages.org/browse/detail.cfm?imgnum=5630957,5630957,CC-BY-NC,record_url
cv1-0119,pear,Pear Scab,disease,9abb927f474fc26716254da201aa2e4166ee091e3925f7aa30de6644b47794ff,iNaturalist,inat_venturia_pyrina_pear_scab_all_license_private,https://www.inaturalist.org/photos/328281967,328281967,mixed/unverified,record_url
cv1-0120,cassava_tapioca,Cassava Brown Streak Disease,disease,8f2af25fbd9b791a5642cb977d052885603bda24db30f03bbaa15b34d7dd1020,Kaggle,kaggle_cassava_leaf_disease_classification_nirmalsankalana_noncommercial_imagefolder,,,non-commercial,dataset
cv1-0121,garlic,Healthy,healthy,773796f1515654dd62ff7ca7aa573b313f3fe9f4e92d2a4d9a02d0b1ca064610,iNaturalist,inat_allium_sativum_healthy_garlic_cc0_cc_by,https://www.inaturalist.org/photos/261384278,261384278,CC-BY,record_url
cv1-0122,bottle_gourd,Healthy,healthy,7bc4c64bcd7dc05a91d183f1c7a454b1911e2d74bf2bfa14d72577ee769db257,Kaggle,kaggle_fahadbd_plant_leaf_freshness_cc_by_4_imagefolder,,,CC-BY-4.0,dataset
cv1-0123,taro_colocasia,Healthy,healthy,e355b52db88a43803a859eeac6aabb84b75c2a296ff9a5b49b97a7eef47e0906,Mendeley Data,mendeley_colocasia_hmdr3dz3v6_cc_by_4_public_folders,https://data.mendeley.com/datasets/hmdr3dz3v6,hmdr3dz3v6,CC-BY-4.0,record_url
cv1-0124,olive,Healthy,healthy,8e7ecf17f7bd227e1388684242017c6a94bccfcff94f77f71f2f46d6edc04f32,Kaggle,kaggle_abeersaleh_olive_leaf_disease_clean_cc0_imagefolder,,,CC0,dataset
cv1-0125,ornamental_nursery_crops,Powdery Mildew,disease,86bfb1e4621f05ae774f1172c36ebeacfbb0219d0369e27854fb2984fa998666,iNaturalist,inat_ornamental_pm_golovinomyces_monardae,https://www.inaturalist.org/photos/611966761,611966761,unclassified,record_url
cv1-0126,pear,Healthy,healthy,398d3df07851082671775c7d7882fdb40bf38f05e89720537bc36e422c335b7c,Kaggle,kaggle_projectlzp201910094_pear640_cc_by_4_imagefolder,,,CC-BY-4.0,dataset
cv1-0127,pineapple,Leaf blight,disease,83d34c58daec5b1d29fea883e8f5c647ac59ff7c2a4ade3e34b375854977fd13,Kaggle,kaggle_renshuddd_pineapple_leaf_disease_cc_by_nc_sa_4_imagefolder,,,CC-BY-NC-SA,dataset
cv1-0128,bottle_gourd,Anthracnose,disease,fbf3cb550b536b223817cb5ef6b2a1b6efa20250c8e1fd0ea4426a020702a68d,Kaggle,kaggle_samareshkumar_multipleplantdiseases_cc0_imagefolder,,,CC0,dataset
cv1-0129,coconut,Weligama coconut leaf wilt disease,disease,fdba0207ed2d9b420c66618bd7d1605f99b5d4d864014adb69a924f5e487bcc1,Kaggle,kaggle_coconut_wclwd_kannadapranesh_unknown_imagefolder,,,unknown,dataset
cv1-0130,coconut,Leaf rot,disease,0411790d5aea0809e607c980e03cf92dfdeb54654c7c5a82b9bf59ea6d963538,Mendeley Data,mendeley_coconut_tree_disease_gh56wbsnj5_cc_by_4,https://data.mendeley.com/datasets/gh56wbsnj5,gh56wbsnj5,CC-BY-4.0,record_url
cv1-0131,papaya,Papaya Leaf Curl Virus,disease,61fc4551d5ddee78c9dced02712c42a949db65552345ddc2ed47f5052e97f4d1,Mendeley Data,mendeley_papaya_orchard_44p8v6ywsm_cc_by_4_original,https://data.mendeley.com/datasets/44p8v6ywsm,44p8v6ywsm,CC-BY-4.0,record_url
cv1-0132,apricot,Healthy,healthy,824a9490cddbcf5f752b61fa65d5581c6183b2489ad92b0765a561bb915c5a23,Kaggle,kaggle_codewithsk_apricot_plantcity_2025_odbl_imagefolder,,,ODbL,dataset
cv1-0133,peach,Brown Rot,disease,8e08d068d6648e2db7734f419da6717bd023b69e30354592671cf2ecb509d5a7,Bugwood,bugwood_api_peach_brown_rot_monilinia_fructicola_prunus_persica_cc_by_nc_3,https://www.forestryimages.org/browse/detail.cfm?imgnum=1235059,1235059,CC-BY-NC,record_url
cv1-0134,guava,Scab,disease,eef2230b0ddf12deef81c0200dd801fa201f64c5fdaaa679acef95f5baed07da,Kaggle,kaggle_shuvokumarbasak2030_guava_algal_leaf_spot_mit_imagefolder,,,MIT,dataset
cv1-0135,strawberry,Healthy,healthy,5a30f7fed59abca8ad18ee5d5ac7b64e8662c60160b5b5ec748766a9cc889b8e,Kaggle,kaggle_plantdiseaset3_cc0_imagefolder,,,CC0,dataset
cv1-0136,strawberry,Angular Leaf Spot,disease,660770c69c049348f38eb9983572dbaffe16c45c107216276a8a0250924939dd,Kaggle,kaggle_syahrulramdhani_strawberry_diseases_unknown_imagefolder,,,unknown,dataset
cv1-0137,peach,Bacterial Spot,disease,9d932742bdc6ccc206734935671a536d1138ac0afc52be6636c5b49b7ace1991,Kaggle,kaggle_plant_disease_detection_bbox_cc_by_4_yolo,,,CC-BY-4.0,dataset
cv1-0138,strawberry,Anthracnose,disease,6bb7e19665b76e73801df06718c3d509fee0299345230262919ab548fa46993e,Kaggle,kaggle_nikitkashyap_fruit_infection_strawberry_anthracnose_unknown_imagefolder,,,unknown,dataset
cv1-0139,guava,Algal Leaf Spot,disease,3e57bc9a6b0e0110543cf7ab30f867751101e69680bb2828353ef4a5a9d69eea,Kaggle,kaggle_shuvokumarbasak2030_guava_algal_leaf_spot_mit_imagefolder,,,MIT,dataset
cv1-0140,citrus,Algal Leaf Spot,disease,ed3f192066cb691760defdf44fc124cd1d0f2478a0f71f1cd6ded5fc4782382a,Mendeley Data,mendeley_lemon_leaf_8d9fv6kpt3_cc_by_4_public_folders,https://data.mendeley.com/datasets/8d9fv6kpt3,8d9fv6kpt3,CC-BY-4.0,record_url
cv1-0141,blueberry,Healthy,healthy,c561e9ba95b572bd7b2ebcfaa007b68ff64d789330afb7092d3b4b29ef899533,Kaggle,kaggle_plantdiseaset3_cc0_imagefolder,,,CC0,dataset
cv1-0142,banana,Yellow and Black Sigatoka,disease,326e39cb55746c641ed274ad6d7f16a8e5a98b56aff5d6e35f048f6d758d29d9,Kaggle,kaggle_custom_100_category_nc_sa_imagefolder,,,CC-BY-NC-SA,dataset
cv1-0143,papaya,Ring Spot Virus,disease,666b5bef00b5369c0a2cf18206a9735b8eae8824412bd2cd10c1f4d438eb3dc0,Mendeley Data,mendeley_papaya_leaf_disease_3kwgxg4stb_cc_by_4_raw,https://data.mendeley.com/datasets/3kwgxg4stb,3kwgxg4stb,CC-BY-4.0,record_url
cv1-0144,strawberry,Calcium Deficiency,nutrient_deficiency,5b39b20046c2956aa12274383a7877b0604e03265a5c601d246d5ef465c141f5,Kaggle,kaggle_ercanavsar_strawberry_tipburn_unknown_imagefolder,,,unknown,dataset
cv1-0145,citrus,Citrus Greening Disease,disease,774f04eb15b2867d015928ed044e7500960828bc3426ade63aa84330b10eae9c,HuggingFace,hf_plant_village_dscomp380_cc0,,,CC0,dataset
cv1-0146,grapes,Powdery Mildew,disease,a6ebf62da798b80867fcaf2cfd1794b1b4c1f7ccce2cd6001ade2bcec230da72,Kaggle,kaggle_kanishkasalgude_d59india_unknown_augmented_imagefolder,,,unknown,dataset
cv1-0147,guava,Healthy,healthy,3f704daa0ef43f33892210df0d5ecb79ac44ec660c3911cc719e4a04215fefa0,Kaggle,kaggle_custom_100_category_nc_sa_imagefolder,,,CC-BY-NC-SA,dataset
cv1-0148,coconut,Grey leaf spot,disease,9c56eebb4ab8e9c751ebe2eb87e2098ec3d341c667f82ac3ffdd4355301e4c9e,Kaggle,kaggle_coconut_grey_leaf_spot_saravanank28_cc_by_nc_sa_imagefolder,,,CC-BY-NC-SA,dataset
cv1-0149,mango,Powdery Mildew,disease,49105c3a256d066d3bbe5633c11a415c485bc9b3cc8110bb3dc058027ece9bea,local (no external source),local_yolo,,,unclassified,none
cv1-0150,mango,Healthy,healthy,0eb10c0ac490d89c93c1103eb8ef4cd7b6e3c16b35eee8a0df326e3f9537a575,Kaggle,kaggle_custom_100_category_nc_sa_imagefolder,,,CC-BY-NC-SA,dataset
cv1-0151,cherry,Healthy,healthy,c4c9649fea598c912e43666a75d1de00a3f67327be97e840c618b6189ae865c0,Kaggle,kaggle_plantdiseaset3_cc0_imagefolder,,,CC0,dataset
cv1-0152,apricot,Shothole Disease,disease,60aed6b2a70ab4ffc6c38af877c2b23dad4c886b34573a6e71721b9b741e2588,Kaggle,kaggle_codewithsk_apricot_plantcity_2025_odbl_imagefolder,,,ODbL,dataset
cv1-0153,raspberry,Healthy,healthy,19d00053a7c661d9f2b74653e0b789c5a62f02ab9776685b629b5adcddb28b3a,Kaggle,kaggle_plantdiseaset3_cc0_imagefolder,,,CC0,dataset
cv1-0154,apple,Anthracnose,disease,1301fe31af0f83e685156138ced26d9273a3dd7c79e51a89aef76211dc9d3940,Mendeley Data,mendeley_manalagi_apple_9zgkwwv9j8_cc_by_4_public_folders,https://data.mendeley.com/datasets/9zgkwwv9j8,9zgkwwv9j8,CC-BY-4.0,record_url
cv1-0155,apple,Powdery Mildew,disease,405a2b96f20c0b4975c8ff2d3bb154d73cabfd0d0916fbf2652c44136445647b,Kaggle,kaggle_aibuzz_apple_powdery_mildew_dbcl_1_imagefolder,,,unclassified,dataset
cv1-0156,pomegranate,Cercospora Fruit and Leaf Spot,disease,478ce748030900fc571963eb13505fb0b51629d1325ee526bbb073039a8292d0,Kaggle,kaggle_fruits_disease_ateebnoone_mit_imagefolder,,,MIT,dataset
cv1-0157,pomegranate,Healthy,healthy,c209ee3c70694101a7ab0de28bf4bf71f8155533879ff585bfe1adb77e7aa6fb,Kaggle,kaggle_fruits_disease_ateebnoone_mit_imagefolder,,,MIT,dataset
cv1-0158,weed,toothed_dock,unknown,4e694dbbe608c6f20fcc999e96b84eb37c94c72a5bae2b081addb411512eb2c4,HuggingFace,hf_inatag_mini_rumex_dentatus_apache2,,,Apache-2.0,dataset
cv1-0159,weed,weedy_rice,unknown,b5270f7e86b2a056d7ea3b99c7c3fd7aef1b31979906266f609138f1853889c5,Mendeley Data,mendeley_weedy_rice_vt4s83pxx6_cc_by_4,https://data.mendeley.com/datasets/vt4s83pxx6,vt4s83pxx6,CC-BY-4.0,record_url
cv1-0160,weed,false_daisy,unknown,19c2dfba7e31087363286fd5a984c57ac0b11c7e62c3fb355f360962af0b9c24,iNaturalist,inat_eclipta_prostrata_cc0_cc_by,https://www.inaturalist.org/photos/497509678,497509678,CC-BY,record_url
cv1-0161,weed,striga_or_witchweed,unknown,0f75ae3eddad39f734b8eda1c636063b3f47ab73d35b4b67852722330319ef1b,iNaturalist,inat_striga_asiatica_cc0_cc_by,https://www.inaturalist.org/photos/1439003,1439003,CC-BY,record_url
